 Niter                routsh                   vsh                evelsh                tempsh                denssh                vgamma     nlc   nvis2     ncp  nt3amp nvisamp nvisphi    nsed    nspe  ntotal          chi2lc        chi2vis2          chi2cp       chi2t3amp      chi2visamp      chi2visphi         chi2sed         chi2spe       chi2total        r_chi2lc      r_chi2vis2        r_chi2cp     r_chi2t3amp    r_chi2visamp    r_chi2visphi       r_chi2sed       r_chi2spe     r_chi2total
   391     36.33848861138993     458.8196041510245     1.297793724909014      9997.59924308311 2.189636293160857e-13     76.50377802110361       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1864        170.1864               0               0               0               0               0               0               0      0.85093201      0.85093201
   392     36.38268046642233     459.1230367458539     1.297708949367664     9996.520040944008  2.18908774923217e-13     76.70397758192549       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18527       170.18527               0               0               0               0               0               0               0      0.85092633      0.85092633
   393     36.42957606354125     459.0519040920401     1.297670853072534     9995.355161147612 2.186734895857746e-13     76.63884499752126       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18613       170.18613               0               0               0               0               0               0               0      0.85093064      0.85093064
   394     36.35145364668553     459.0314784771096     1.297752645287898     9997.288766682545 2.190028719884935e-13     76.64925667924361       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18447       170.18447               0               0               0               0               0               0               0      0.85092237      0.85092237
   395     36.38709768662053     459.0302172664016     1.297606717718268     9999.143781613915 2.189808221877098e-13     76.65326420260692       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1814        170.1814               0               0               0               0               0               0               0      0.85090698      0.85090698
   396     36.39875561734972     459.0240073032994     1.297499479148682                 10000 2.190438742127037e-13     76.65937370598041       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.19209       170.19209               0               0               0               0               0               0               0      0.85096043      0.85096043
   397     36.40615136225684     458.8407694374974     1.297640545329659     9998.843903628414 2.190166903030781e-13     76.67232427657453       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18327       170.18327               0               0               0               0               0               0               0      0.85091637      0.85091637
   398     36.38661506157885     458.8052616715909     1.297650999480096      9999.30736450923 2.190032302368407e-13     76.58760048493637       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18235       170.18235               0               0               0               0               0               0               0      0.85091176      0.85091176
   399     36.42956235294675     458.8214143384957     1.297573421623929     9999.211504712919   2.1890925258768e-13     76.62176932284918       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18251       170.18251               0               0               0               0               0               0               0      0.85091256      0.85091256
   400     36.42892489432207     458.8283900884378      1.29755594417104                 10000 2.189079447251994e-13     76.55732208484567       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1829        170.1829               0               0               0               0               0               0               0      0.85091449      0.85091449
   401     36.39134322235252     458.6697977013579      1.29740826710855                 10000 2.188988603164581e-13     76.68094706785956       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.19058       170.19058               0               0               0               0               0               0               0      0.85095292      0.85095292
   402     36.40834455469227     458.9597042640287     1.297694907603993     9998.199556342817 2.189515667147786e-13     76.59372575604243       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18163       170.18163               0               0               0               0               0               0               0      0.85090816      0.85090816
   403     36.39993458971301     458.9250129909565     1.297576296972808     9999.032982545803 2.188295976648322e-13     76.54707526987772       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18077       170.18077               0               0               0               0               0               0               0      0.85090385      0.85090385
   404      36.3968262034411      458.967134767686     1.297544172794383     9999.127522004497 2.187360513457093e-13     76.48445076652932       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18332       170.18332               0               0               0               0               0               0               0       0.8509166       0.8509166
   405     36.43577974087538     458.9376405502298     1.297650892879967                 10000 2.190747572541576e-13      76.5424022523099       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18691       170.18691               0               0               0               0               0               0               0      0.85093453      0.85093453
   406     36.39222991453067     458.8736798798629      1.29758912545255     9998.458824815614 2.188582249021813e-13     76.61898815413463       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18191       170.18191               0               0               0               0               0               0               0      0.85090955      0.85090955
   407     36.37233649237196     458.9767067153409     1.297674545446174     9997.784671513429 2.189362867061414e-13     76.65015231197007       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18291       170.18291               0               0               0               0               0               0               0      0.85091456      0.85091456
   408     36.41477779383454     458.8654692451636     1.297585594489824     9999.446167878357 2.189150302204349e-13     76.58052964162677       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18159       170.18159               0               0               0               0               0               0               0      0.85090796      0.85090796
   409     36.36677084737654     458.9983674341723     1.297661125615251     9998.651387855658 2.189369047212459e-13      76.5719585135591       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1827        170.1827               0               0               0               0               0               0               0      0.85091348      0.85091348
   410      36.4138644765542     458.8656526124148     1.297595347621759     9999.071475498604 2.189161656210714e-13     76.60931662052666       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18142       170.18142               0               0               0               0               0               0               0      0.85090711      0.85090711
   411     36.41880127706955      459.034650414685     1.297564997139637     9998.476898389137 2.188139055334953e-13     76.61336606333533       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18096       170.18096               0               0               0               0               0               0               0      0.85090478      0.85090478
   412     36.42204354496403     459.0198890513536     1.297618828396213     9999.331462607264 2.189441377452594e-13     76.58010436387065       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18184       170.18184               0               0               0               0               0               0               0      0.85090921      0.85090921
   413     36.41459013735569      458.983336758481     1.297611402660297     9999.113303159353 2.189226595344899e-13     76.58982531143664       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18018       170.18018               0               0               0               0               0               0               0      0.85090089      0.85090089
   414     36.40801076569024     458.9417421653387     1.297485211263538     9999.895313352237 2.188411602058992e-13     76.60406661376089       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18041       170.18041               0               0               0               0               0               0               0      0.85090206      0.85090206
   415     36.39932185049987      459.061401490929     1.297561063302278     9998.798416974658 2.188530733620643e-13     76.62510838555461       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18196       170.18196               0               0               0               0               0               0               0      0.85090981      0.85090981
   416     36.41091380800087      458.914452306605     1.297579461692937     9999.284230152432 2.188995410058423e-13     76.59167432760873       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18137       170.18137               0               0               0               0               0               0               0      0.85090686      0.85090686
   417     36.39925161159576     459.0774846884078     1.297546014860736     9999.244027572353 2.188463964230181e-13     76.59044064234875       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1809        170.1809               0               0               0               0               0               0               0      0.85090452      0.85090452
   418      36.4300697098545     458.9286758417564     1.297514410478384     9999.205136776523 2.187369312681492e-13     76.52555187351578       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18168       170.18168               0               0               0               0               0               0               0      0.85090841      0.85090841
   419     36.39784069242902     459.0048319102403     1.297583640908297     9999.159120404567 2.189198494578196e-13     76.62133612033413       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18187       170.18187               0               0               0               0               0               0               0      0.85090935      0.85090935
   420     36.40726236353435     458.9541748747187     1.297593849816553     9999.073142852578  2.18876128599661e-13     76.56845029065718       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18169       170.18169               0               0               0               0               0               0               0      0.85090843      0.85090843
   421     36.41669570721262      459.008993586583     1.297588199899967     9998.795100774245 2.188682825339926e-13     76.60159568738598       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18087       170.18087               0               0               0               0               0               0               0      0.85090434      0.85090434
   422     36.40692087447572     459.0304107234444     1.297578708760517     9999.178665365853  2.18884527978754e-13      76.5901329768927       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18124       170.18124               0               0               0               0               0               0               0       0.8509062       0.8509062
   423     36.41275197267828      458.948894532543     1.297595432176617     9999.198766655893 2.189111002701661e-13     76.59074981952269       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18254       170.18254               0               0               0               0               0               0               0      0.85091271      0.85091271
   424      36.4008439119881     459.0067770124413     1.297609060189282     9999.128542386634 2.189517408610998e-13     76.62154475702178       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18211       170.18211               0               0               0               0               0               0               0      0.85091055      0.85091055
   425     36.41130045152296     458.9625394619098     1.297548306961918     9999.504308255795 2.188819098701945e-13     76.59694596259877       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18043       170.18043               0               0               0               0               0               0               0      0.85090214      0.85090214
   426     36.40645250935151      459.033182939983     1.297581077252894     9999.065587608926 2.188839828558979e-13     76.59874850914166       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1823        170.1823               0               0               0               0               0               0               0       0.8509115       0.8509115
   427      36.4080273751832      459.012110838123     1.297584665983825     9999.098882370668 2.188907622094649e-13     76.59674883673691       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1815        170.1815               0               0               0               0               0               0               0      0.85090752      0.85090752
   428     36.42075505777341     458.9770784019786     1.297559317838409     9999.125925206195 2.188230160477524e-13     76.55968826488095       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18183       170.18183               0               0               0               0               0               0               0      0.85090917      0.85090917
   429     36.41577727132708     458.9845030545943     1.297571753426128     9999.126579501306 2.188551972510893e-13     76.57515238791615       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18311       170.18311               0               0               0               0               0               0               0      0.85091557      0.85091557
   430     36.41092625044502     458.9687558165998     1.297602626238425     9999.093223005966 2.188993940670754e-13     76.57913780104691       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18081       170.18081               0               0               0               0               0               0               0      0.85090404      0.85090404
   431     36.41564292228415      458.996165172532     1.297599801280132     9998.954201966799 2.188954710342412e-13     76.59571049941131       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18116       170.18116               0               0               0               0               0               0               0      0.85090579      0.85090579
   432      36.4107555059157     459.0068737409626     1.297595055710407     9999.145984262603 2.189035937566219e-13     76.58997914416467       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18067       170.18067               0               0               0               0               0               0               0      0.85090333      0.85090333
   433     36.41130875626945      458.997723798302     1.297598034322061     9999.106092765011 2.189067108719774e-13     76.59328707408677       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18162       170.18162               0               0               0               0               0               0               0       0.8509081       0.8509081
   434      36.4077170246719     458.9950568854611      1.29761023142479     9999.120922772992 2.189372001977948e-13     76.60568503422921       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18205       170.18205               0               0               0               0               0               0               0      0.85091023      0.85091023
   435     36.41294529443933     458.9729381101954     1.297579854811107     9999.308805707573 2.189022847023422e-13      76.5933856370177       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18124       170.18124               0               0               0               0               0               0               0       0.8509062       0.8509062
   436     36.41767259756453     458.9802075802299     1.297585360249353     9999.119614182771 2.188728377911212e-13     76.57475678815878       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18377       170.18377               0               0               0               0               0               0               0      0.85091887      0.85091887
   437     36.41020591789506     458.9913445591533     1.297604013630931     9999.120595625438 2.189211095961264e-13      76.5979529727116       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18183       170.18183               0               0               0               0               0               0               0      0.85090914      0.85090914
   438     36.41518370434137     458.9839199065377     1.297591578043212     9999.119941330326 2.188889283927896e-13     76.58248884967639       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18096       170.18096               0               0               0               0               0               0               0      0.85090482      0.85090482
   439     36.41537251532429      458.972939370134     1.297595405259132     9999.139060379192  2.18897399623876e-13     76.58355534016444       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18155       170.18155               0               0               0               0               0               0               0      0.85090776      0.85090776
   440     36.41435657556058      458.979135477176     1.297596062524864     9999.130818475645 2.188997274359014e-13     76.58598827364503       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18185       170.18185               0               0               0               0               0               0               0      0.85090923      0.85090923
   441     36.41275819390035     458.9760462875404     1.297607014449361     9999.103263082659 2.189110268007827e-13     76.58448155624177       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18071       170.18071               0               0               0               0               0               0               0      0.85090354      0.85090354
   442     36.41511652981992     458.9897509655065     1.297605601970215     9999.033752563075 2.189090652843656e-13     76.59276790542398       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18086       170.18086               0               0               0               0               0               0               0      0.85090428      0.85090428
   443      36.4126728216357     458.9951052497218     1.297603229185352     9999.129643710978 2.189131266455559e-13     76.58990222780065       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18135       170.18135               0               0               0               0               0               0               0      0.85090677      0.85090677
   444     36.41294944681257     458.9905302783915     1.297604718491179     9999.109697962182 2.189146852032336e-13     76.59155619276171       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18145       170.18145               0               0               0               0               0               0               0      0.85090727      0.85090727
   445     36.41488692084853     458.9836283325093     1.297601490351755     9999.116622244839 2.189057939636397e-13     76.58615708055652       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18122       170.18122               0               0               0               0               0               0               0      0.85090609      0.85090609
   446     36.41376771589751     458.9781374343382     1.297595628735702     9999.211054433463  2.18912472118416e-13     76.59160547422718       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1822        170.1822               0               0               0               0               0               0               0      0.85091098      0.85091098
   447      36.4138903008934     458.9946618563787     1.297615523633684     9998.991039807561 2.189129803589397e-13     76.58662461717992       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18123       170.18123               0               0               0               0               0               0               0      0.85090616      0.85090616
   448     36.41502218800529     458.9836462049876     1.297610035592375     9999.052843560637 2.189101989926908e-13     76.58503004011811       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18243       170.18243               0               0               0               0               0               0               0      0.85091216      0.85091216
   449     36.41346763211075     458.9888092600405     1.297606047766478     9999.095484361795 2.189135636505979e-13     76.58992465460082       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18147       170.18147               0               0               0               0               0               0               0      0.85090733      0.85090733
   450     36.41367416562802     458.9796915230107     1.297609208554829     9999.108283121006 2.189168431676363e-13     76.58715343383921       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18152       170.18152               0               0               0               0               0               0               0      0.85090758      0.85090758
   451      36.4148533335878     458.9865438619937     1.297608502315256     9999.073527861214 2.189158624094277e-13     76.59129660843031       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18134       170.18134               0               0               0               0               0               0               0       0.8509067       0.8509067
   452     36.41363147949569     458.9892210041014     1.297607315922825     9999.121473435165 2.189178930900229e-13     76.58986376961865       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18194       170.18194               0               0               0               0               0               0               0       0.8509097       0.8509097
   453     36.41376979208412     458.9869335184362     1.297608060575738     9999.111500560768 2.189186723688617e-13     76.59069075209918       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18231       170.18231               0               0               0               0               0               0               0      0.85091154      0.85091154
   454     36.41473852910211     458.9834825454951     1.297606446506026     9999.114962702097 2.189142267490648e-13     76.58799119599658       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18097       170.18097               0               0               0               0               0               0               0      0.85090483      0.85090483
   455     36.41424021912454     458.9889993074298     1.297613463146991     9999.052171483458 2.189178199467148e-13     76.58822496430828       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18209       170.18209               0               0               0               0               0               0               0      0.85091044      0.85091044
   456     36.41480616268049     458.9834914817344     1.297610719126336     9999.083073359994 2.189164292635903e-13     76.58742767577736       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18216       170.18216               0               0               0               0               0               0               0      0.85091079      0.85091079
   457      36.4145470700314     458.9843519909099     1.297610054488687     9999.090180160187 2.189169900399081e-13     76.58824344485782       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18293       170.18293               0               0               0               0               0               0               0      0.85091467      0.85091467
   458     36.41413215149186     458.9815141407458     1.297610305607563     9999.110793140178 2.189197513510631e-13     76.58848937263792       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1835        170.1835               0               0               0               0               0               0               0      0.85091752      0.85091752
   459     36.41472173547174     458.9849403102373     1.297609952487777     9999.093415510284 2.189192609719588e-13     76.59056095993347       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18253       170.18253               0               0               0               0               0               0               0      0.85091267      0.85091267
   460     36.41411080842569     458.9862788812912     1.297609359291561     9999.117388297258 2.189202763122564e-13     76.58984454052765       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18006       170.18006               0               0               0               0               0               0               0      0.85090029      0.85090029
   461     36.41417996471991     458.9851351384586     1.297609731618018      9999.11240186006 2.189206659516758e-13     76.59025803176792       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18312       170.18312               0               0               0               0               0               0               0      0.85091561      0.85091561
   462      36.4146643332289      458.983409651988     1.297608924583161     9999.114132930725 2.189184431417773e-13     76.58890825371661       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18094       170.18094               0               0               0               0               0               0               0      0.85090469      0.85090469
   463     36.41441517824012     458.9861680329554     1.297612432903644     9999.082737321405 2.189202397406023e-13     76.58902513787245       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18162       170.18162               0               0               0               0               0               0               0      0.85090811      0.85090811
   464     36.41476190098882     458.9882421170579     1.297610295573922     9999.100333219518 2.189207638665237e-13     76.59098470578033       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0         170.181         170.181               0               0               0               0               0               0               0      0.85090502      0.85090502
   465     36.41490806651707     458.9856567788784      1.29761105754877     9999.094701619455 2.189198819041936e-13     76.58945827132112       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1814        170.1814               0               0               0               0               0               0               0      0.85090699      0.85090699
   466     36.41442840611367     458.9860904299799     1.297611205032675     9999.114116672285 2.189214938613223e-13     76.58878778028478       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18159       170.18159               0               0               0               0               0               0               0      0.85090793      0.85090793
   467     36.41473937263649     458.9848368396034     1.297608315326484     9999.135254644789 2.189209331329187e-13     76.59024448314992       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18247       170.18247               0               0               0               0               0               0               0      0.85091236      0.85091236
   468     36.41449622683921     458.9858352346174     1.297611403509354     9999.095866652251 2.189204130886814e-13     76.58932997419183       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18109       170.18109               0               0               0               0               0               0               0      0.85090545      0.85090545
   469     36.41474875167145      458.984829377458     1.297609609356347       9999.0977919539 2.189193187546518e-13     76.59066257203995       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18253       170.18253               0               0               0               0               0               0               0      0.85091267      0.85091267
   470     36.41450849250312     458.9857751668494     1.297610806113593     9999.110035492689 2.189209500846547e-13     76.58925647822358       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18103       170.18103               0               0               0               0               0               0               0      0.85090517      0.85090517
   471     36.41413589993006     458.9853024912165     1.297609673028527     9999.122318297806 2.189212867719342e-13     76.58992481663776       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18215       170.18215               0               0               0               0               0               0               0      0.85091075      0.85091075
   472     36.41471502487032      458.985568206963     1.297610711418709     9999.101605789043 2.189202331211288e-13     76.58957490765027       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18189       170.18189               0               0               0               0               0               0               0      0.85090946      0.85090946
   473     36.41443635470726     458.9872604991746     1.297609827432742     9999.108860758388   2.1892052008939e-13     76.59041462315399       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18206       170.18206               0               0               0               0               0               0               0      0.85091031      0.85091031
   474      36.4143096504644     458.9860270240703     1.297610082702577     9999.113711894974 2.189206131984555e-13     76.58955050937561       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18188       170.18188               0               0               0               0               0               0               0      0.85090941      0.85090941
   475     36.41450943747138     458.9859678300848     1.297610208420165     9999.106044958357  2.18920079108225e-13     76.58965140592439       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18208       170.18208               0               0               0               0               0               0               0      0.85091042      0.85091042
   476     36.41438757082729     458.9848442666396     1.297609141937361     9999.115760613991 2.189193597270168e-13     76.58937639712212       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0        170.1815        170.1815               0               0               0               0               0               0               0      0.85090751      0.85090751
   477     36.41435047289069     458.9848078198861     1.297610380975929     9999.115345728305 2.189214679233731e-13     76.58983492598215       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18182       170.18182               0               0               0               0               0               0               0      0.85090911      0.85090911
   478     36.41430351763245     458.9860570579543     1.297610381400458     9999.106627474754 2.189203447004689e-13     76.58958725735974       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18199       170.18199               0               0               0               0               0               0               0      0.85090994      0.85090994
   479     36.41412335417787     458.9857906862539     1.297609516160044     9999.119853297532 2.189207815420953e-13     76.58988467858269       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18226       170.18226               0               0               0               0               0               0               0      0.85091128      0.85091128
   480       36.414412916648     458.9859235441271     1.297610035355135     9999.109497043151 2.189202547166925e-13     76.58970972408896       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18202       170.18202               0               0               0               0               0               0               0      0.85091009      0.85091009
   481     36.41418862425558     458.9840523654815     1.297609966454932     9999.117249592422 2.189202521033644e-13     76.58888649499808       0       0       0       0       0       0       0     200     200               0               0               0               0               0               0               0       170.18199       170.18199               0               0               0               0               0               0               0      0.85090996      0.85090996
