#               ucoord              vcoord                 hjd            eff_wave            vis2data             vis2err             vis2syn                chi2
 -1.160201330000e+02  -5.707631510000e+01   2.458656664511e+06   2.435600230000e-06   8.358920070000e-01   5.253765600000e-02   7.813850045204e-01   1.076374036920e+00
 -1.164291680000e+02  -5.233333590000e+01   2.458656680128e+06   2.417369330000e-06   8.323987140000e-01   5.644177130000e-02   7.826830148697e-01   7.758644139697e-01
 -1.162793490000e+02  -5.065339170000e+01   2.458656685660e+06   2.425202250000e-06   8.367120630000e-01   4.693312060000e-02   7.860575914383e-01   1.164868000075e+00
 -1.162262150000e+02  -5.005759760000e+01   2.458656687622e+06   2.444451430000e-06   8.414517590000e-01   5.265741680000e-02   7.897484302521e-01   9.640907338543e-01
 -1.146892090000e+02  -4.464693590000e+01   2.458656705562e+06   2.389098220000e-06   7.530583880000e-01   5.216539350000e-02   7.905952930450e-01   5.177879603961e-01
 -1.135831080000e+02  -4.236645590000e+01   2.458656713222e+06   2.367118230000e-06   8.101118950000e-01   5.129158120000e-02   7.923179268837e-01   1.203520358162e-01
 -1.008717940000e+02  -7.711610830000e+01   2.458656594941e+06   2.146632590000e-06   7.327332590000e-01   2.730158180000e-02   7.753450274467e-01   2.436034849248e+00
 -1.036101810000e+02  -7.502642750000e+01   2.458656602753e+06   2.204375370000e-06   7.432118250000e-01   2.959252670000e-02   7.614356875420e-01   3.792422946732e-01
 -1.083069610000e+02  -7.071636270000e+01   2.458656618297e+06   2.299413410000e-06   7.717846190000e-01   4.997522120000e-02   7.741340994835e-01   2.210213531664e-03
 -1.083069610000e+02  -7.071636270000e+01   2.458656618297e+06   2.323836870000e-06   7.789782570000e-01   1.913278030000e-02   7.638045549393e-01   6.289656612507e-01
 -1.105319480000e+02  -6.816999220000e+01   2.458656627197e+06   2.351889950000e-06   8.045890790000e-01   3.737517290000e-02   7.670178413391e-01   1.010519230246e+00
 -1.153562490000e+02  -5.955262120000e+01   2.458656656316e+06   2.429655300000e-06   7.129034490000e-01   3.541067320000e-02   7.792298197746e-01   3.508359606490e+00
 -1.153562490000e+02  -5.955262120000e+01   2.458656656316e+06   2.440488230000e-06   6.829473530000e-01   5.094089080000e-02   7.809436321259e-01   3.700718930870e+00
