#                  hjd            eff_wave            eff_band                flux               error             fluxsyn             dataset               phase                chi2
  2.459337854170e+06   3.441183415788e-07   3.441183415788e-07   2.700154802572e-05   2.531658074356e-10 -3.595788306542e-165   1.000000000000e+00   6.122693270445e-01   1.137541442818e+10
  2.459337854170e+06   3.441183415788e-07   3.441183415788e-07   2.708073205655e-05   2.531658074356e-10 -3.595788306542e-165   1.000000000000e+00   6.122693270445e-01   1.144223074001e+10
  2.459337854170e+06   3.441183415788e-07   3.441183415788e-07   2.700154802572e-05   2.531658074356e-10 -3.595788306542e-165   1.000000000000e+00   6.122693270445e-01   1.137541442818e+10
  2.459337854170e+06   3.441183415788e-07   3.441183415788e-07   2.708073205655e-05   2.531658074356e-10 -3.595788306542e-165   1.000000000000e+00   6.122693270445e-01   1.144223074001e+10
  2.459337854170e+06   4.442027826345e-07   4.442027826345e-07   1.520667573991e-05   4.679601386062e-08  5.517915829201e-162   1.000000000000e+00   6.122693270445e-01   1.055968221906e+05
  2.459337854170e+06   4.442027826345e-07   4.442027826345e-07   2.781996502166e-05   1.367415994028e-08  5.517915829201e-162   1.000000000000e+00   6.122693270445e-01   4.139156512687e+06
  2.459337854170e+06   4.442027826345e-07   4.442027826345e-07   2.781996502166e-05   1.367415994028e-08  5.517915829201e-162   1.000000000000e+00   6.122693270445e-01   4.139156512687e+06
  2.459337854170e+06   4.442027826345e-07   4.442027826345e-07   2.805572702773e-05   7.596756013699e-09  5.517915829201e-162   1.000000000000e+00   6.122693270445e-01   1.363913091867e+07
  2.459337854170e+06   4.442027826345e-07   4.442027826345e-07   2.781996502166e-05   1.367415994028e-08  5.517915829201e-162   1.000000000000e+00   6.122693270445e-01   4.139156512687e+06
  2.459337854170e+06   4.442027826345e-07   4.442027826345e-07   2.781996502166e-05   1.367415994028e-08  5.517915829201e-162   1.000000000000e+00   6.122693270445e-01   4.139156512687e+06
  2.459337854170e+06   4.442027826345e-07   4.442027826345e-07   2.781996502166e-05   1.367415994028e-08  5.517915829201e-162   1.000000000000e+00   6.122693270445e-01   4.139156512687e+06
  2.459337854170e+06   4.680015891848e-07   4.680015891848e-07   2.530714667988e-05   7.528158156570e-08  1.523945485459e-157   1.000000000000e+00   6.122693270445e-01   1.130079236750e+05
  2.459337854170e+06   4.819969420239e-07   4.819969420239e-07   2.881357250127e-05   1.290423185946e-08  1.189700757731e-154   1.000000000000e+00   6.122693270445e-01   4.985743150767e+06
  2.459337854170e+06   4.819969420239e-07   4.819969420239e-07   2.864985929837e-05   1.290423185946e-08  1.189700757731e-154   1.000000000000e+00   6.122693270445e-01   4.929248029026e+06
  2.459337854170e+06   4.819969420239e-07   4.819969420239e-07   2.652158461123e-05   6.452115929728e-09  1.189700757731e-154   1.000000000000e+00   6.122693270445e-01   1.689641676844e+07
  2.459337854170e+06   4.968386774942e-07   4.968386774942e-07   3.810609574467e-05   8.501350721521e-09  2.144143644566e-152   1.000000000000e+00   6.122693270445e-01   2.009153147625e+07
  2.459337854170e+06   4.968386774942e-07   4.968386774942e-07   3.839368843495e-05   8.501350721521e-09  2.144143644566e-152   1.000000000000e+00   6.122693270445e-01   2.039594376949e+07
  2.459337854170e+06   5.035989551487e-07   5.035989551487e-07   3.530180640745e-05   2.364182764381e-09 -1.277837764187e-147   1.000000000000e+00   6.122693270445e-01   2.229624686291e+08
  2.459337854170e+06   5.035989551487e-07   5.035989551487e-07   3.530180640745e-05   2.364182764381e-09 -1.277837764187e-147   1.000000000000e+00   6.122693270445e-01   2.229624686291e+08
  2.459337854170e+06   5.046161555294e-07   5.046161555294e-07   3.409245184522e-05   3.531991723065e-09  7.356933678437e-149   1.000000000000e+00   6.122693270445e-01   9.317021917660e+07
  2.459337854170e+06   5.537049258445e-07   5.537049258445e-07   2.001052109498e-05   7.822650094673e-09  9.993969859519e-144   1.000000000000e+00   6.122693270445e-01   6.543483128170e+06
  2.459337854170e+06   5.537049258445e-07   5.537049258445e-07   2.001052109498e-05   7.822650094673e-09  9.993969859519e-144   1.000000000000e+00   6.122693270445e-01   6.543483128170e+06
  2.459337854170e+06   5.537049258445e-07   5.537049258445e-07   2.615548417344e-05   1.564530018935e-08  9.993969859519e-144   1.000000000000e+00   6.122693270445e-01   2.794844996673e+06
  2.459337854170e+06   5.537049258445e-07   5.537049258445e-07   2.591914130215e-05   8.800481427654e-09  9.993969859519e-144   1.000000000000e+00   6.122693270445e-01   8.674178543602e+06
  2.459337854170e+06   5.537049258445e-07   5.537049258445e-07   2.568279549602e-05   1.232067422638e-07  9.993969859519e-144   1.000000000000e+00   6.122693270445e-01   4.345258705891e+04
