#                  hjd            eff_wave            eff_band                flux               error             fluxsyn             dataset               phase                chi2
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.202873315259e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.249483188482e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.191701039629e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.725646533683e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.202873315259e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.249483188482e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   9.645330629393e-06   2.343406868850e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   7.249622519824e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.191701039629e-05   1.171703434425e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   1.187657497533e+05
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.191701039629e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.725646533683e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.191701039629e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.725646533683e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.191701039629e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.725646533683e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.191701039629e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.725646533683e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.191701039629e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.725646533683e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.191701039629e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.725646533683e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.191701039629e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.725646533683e+04
  2.459337854170e+06   1.239016606051e-06   1.239016606051e-06   1.202873315259e-05   1.366987370475e-08   1.595498246255e-05   1.000000000000e+00   6.122693270445e-01   8.249483188482e+04
  2.459337854170e+06   1.250020672977e-06   1.250020672977e-06   1.198971944348e-05   1.343025829982e-08   1.572995513560e-05   1.000000000000e+00   6.122693270445e-01   7.755846582105e+04
  2.459337854170e+06   1.250020672977e-06   1.250020672977e-06   1.180860602958e-05   1.343025829982e-08   1.572995513560e-05   1.000000000000e+00   6.122693270445e-01   8.525155025212e+04
  2.459337854170e+06   1.250020672977e-06   1.250020672977e-06   1.180860602958e-05   1.343025829982e-08   1.572995513560e-05   1.000000000000e+00   6.122693270445e-01   8.525155025212e+04
  2.459337854170e+06   1.250020672977e-06   1.250020672977e-06   1.180860602958e-05   1.343025829982e-08   1.572995513560e-05   1.000000000000e+00   6.122693270445e-01   8.525155025212e+04
  2.459337854170e+06   1.250020672977e-06   1.250020672977e-06   1.180860602958e-05   1.343025829982e-08   1.572995513560e-05   1.000000000000e+00   6.122693270445e-01   8.525155025212e+04
  2.459337854170e+06   1.250020672977e-06   1.250020672977e-06   1.180860602958e-05   1.151164971601e-08   1.572995513560e-05   1.000000000000e+00   6.122693270445e-01   1.160368374337e+05
  2.459337854170e+06   1.630015539365e-06   1.630015539365e-06   9.384983214224e-06   3.046498643040e-08   1.324137112706e-05   1.000000000000e+00   6.122693270445e-01   1.602357612319e+04
  2.459337854170e+06   1.630015539365e-06   1.630015539365e-06   9.384983214224e-06   3.046498643040e-08   1.324137112706e-05   1.000000000000e+00   6.122693270445e-01   1.602357612319e+04
  2.459337854170e+06   1.630015539365e-06   1.630015539365e-06   9.384983214224e-06   3.046498643040e-08   1.324137112706e-05   1.000000000000e+00   6.122693270445e-01   1.602357612319e+04
  2.459337854170e+06   1.630015539365e-06   1.630015539365e-06   9.384983214224e-06   3.046498643040e-08   1.324137112706e-05   1.000000000000e+00   6.122693270445e-01   1.602357612319e+04
  2.459337854170e+06   1.630015539365e-06   1.630015539365e-06   9.384983214224e-06   3.046498643040e-08   1.324137112706e-05   1.000000000000e+00   6.122693270445e-01   1.602357612319e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   8.808089264311e-06   2.975033850367e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.546363183113e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.051791322413e-06   4.076898186182e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   7.185332432348e+03
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   2.975033850367e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.242787309828e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.195406553340e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.077279486332e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
  2.459337854170e+06   1.649477072902e-06   1.649477072902e-06   9.191049937774e-06   3.085220304473e-08   1.250762870887e-05   1.000000000000e+00   6.122693270445e-01   1.155601964204e+04
