# hjd ucoord vcoord vis2data vis2err eff_wave
2456451.372100  +3.19064407e+01  -4.74570694e+01  +0.88784075  0.05000000  8.72938657e-04
2456451.372100  +3.08780182e+02  -4.93367462e+02  +0.14332582  0.05000000  8.72938657e-04
2456451.372100  +5.04334991e+02  -3.59516113e+02  -0.07497554  0.05000000  8.72938657e-04
2456451.372100  -6.65469313e+00  -7.95460281e+01  +0.80809969  0.05000000  8.72938657e-04
2456451.372100  +3.60814438e+01  +9.07297745e+01  +0.48813266  0.05000000  8.72938657e-04
2456451.372100  +3.67142105e+01  -6.20558395e+01  +0.54932553  0.05000000  8.72938657e-04
2456451.372100  -5.96387634e+02  +3.94112873e+00  +0.03780808  0.05000000  8.72938657e-04
2456451.372100  +1.92384781e+02  -8.10955048e+01  +0.04603854  0.05000000  8.72938657e-04
2456451.372100  -9.21561890e+01  -1.50926865e+02  +0.22536571  0.05000000  8.72938657e-04
2456451.372100  +3.92467117e+01  -1.60289673e+02  +0.17479932  0.05000000  8.72938657e-04
2456451.372100  +9.17623779e+02  -9.71758850e+02  +0.04871279  0.05000000  8.72938657e-04
2456451.372100  +1.59861588e+02  +1.05818771e+02  +0.08319593  0.05000000  8.72938657e-04
2456451.372100  +7.56377945e+01  +5.45704985e+00  +0.62504804  0.05000000  8.72938657e-04
2456451.372100  +1.51925262e+02  -2.93991425e+02  -0.04741056  0.05000000  8.72938657e-04
2456451.372100  -1.64357056e+02  -2.46670334e+02  +0.02487087  0.05000000  8.72938657e-04
2456451.372100  +3.21955139e+02  -2.29514679e+02  +0.02208435  0.05000000  8.72938657e-04
2456451.372100  -8.22645416e+01  +1.27428036e+01  +0.65628463  0.05000000  8.72938657e-04
2456451.372100  -1.05135813e+01  +9.64010048e+00  +0.88128495  0.05000000  8.72938657e-04
2456451.372100  +2.57191963e+01  -2.56867294e+01  +0.88007826  0.05000000  8.72938657e-04
2456451.372100  +5.54043694e+01  +4.64356363e-01  +0.68691975  0.05000000  8.72938657e-04
2456451.372100  +3.53142128e+01  -1.22851440e+02  +0.32443568  0.05000000  8.72938657e-04
2456451.372100  -1.53560486e+02  +1.49830643e+02  -0.08790629  0.05000000  8.72938657e-04
2456451.372100  -8.89359207e+01  -4.51451599e+02  +0.10435943  0.05000000  8.72938657e-04
2456451.372100  +3.77421341e+01  +2.09907074e+01  +0.86549723  0.05000000  8.72938657e-04
2456451.372100  -2.40557518e+01  -2.64325314e+01  +0.74425513  0.05000000  8.72938657e-04
2456451.372100  -6.36906929e+01  +9.56845856e+01  +0.40709156  0.05000000  8.72938657e-04
2456451.372100  -3.96157501e+02  -3.26488617e+02  +0.02155533  0.05000000  8.72938657e-04
2456451.372100  +2.12154789e+01  -3.49458527e+02  +0.00897327  0.05000000  8.72938657e-04
2456451.372100  +5.19865990e+01  -1.11082680e+02  +0.37266499  0.05000000  8.72938657e-04
2456451.372100  -2.65435516e+02  -1.44861938e+02  +0.09637574  0.05000000  8.72938657e-04
2456451.372100  +3.47314972e+02  +1.72580429e+02  +0.12470340  0.05000000  8.72938657e-04
2456451.372100  -3.06298645e+02  +5.13383179e+02  +0.01523749  0.05000000  8.72938657e-04
2456451.372100  +1.68576187e+02  +2.80058533e+02  +0.19132109  0.05000000  8.72938657e-04
2456451.372100  +2.94563370e+01  -2.57746063e+02  +0.08330724  0.05000000  8.72938657e-04
2456451.372100  -4.24471893e+02  -7.43394653e+02  +0.12327806  0.05000000  8.72938657e-04
2456451.372100  +1.21856079e+02  -1.41822693e+02  +0.08826733  0.05000000  8.72938657e-04
2456451.372100  -1.03326073e+01  -6.49987106e+01  +0.81834728  0.05000000  8.72938657e-04
2456451.372100  +3.02146332e+02  -6.33152161e+01  +0.16309068  0.05000000  8.72938657e-04
2456451.372100  -7.78540573e+01  +3.21244995e+02  +0.06972238  0.05000000  8.72938657e-04
2456451.372100  -1.24738340e+01  -1.06375015e+02  +0.41661781  0.05000000  8.72938657e-04
2456451.372100  -4.45507467e-02  -1.74475067e+02  +0.07860173  0.05000000  8.72938657e-04
